"","DATE","state","region_name","state_prcp","state_temp","region_prcp","region_temp"
"1",2016,"Alabama","SOUTHEAST",45.5751557174756,65.1428358208955,50.7908839826394,67.0874901960784
"2",2017,"Alabama","SOUTHEAST",64.9912823397075,64.6828571428571,56.9276742846169,66.6663756097561
"3",2018,"Alabama","SOUTHEAST",65.7554303556883,64.0955517241379,63.2754326761786,65.7304210526316
"4",2019,"Alabama","SOUTHEAST",58.3377152008541,64.8496949152542,57.578498499708,66.5310895140665
"5",2016,"Arizona","SOUTHWEST",15.2646850393701,60.69254,27.5203880764904,63.106987394958
"6",2017,"Arizona","SOUTHWEST",12.2362204724409,61.0933333333333,27.5458414358124,63.1517327935223
"7",2018,"Arizona","SOUTHWEST",14.9140255905512,60.68705,29.8720108651716,61.6933100616016
"8",2019,"Arizona","SOUTHWEST",19.1322089806342,59.054,27.9575247916186,61.0764016736402
"9",2018,"Arkansas","SOUTHEAST",64.0516732283465,60.5138,63.2754326761786,65.7304210526316
"10",2019,"Arkansas","SOUTHEAST",66.051817971283,60.8532058823529,57.578498499708,66.5310895140665
"11",2016,"Arkansas","SOUTHEAST",50.038489432242,62.6374210526316,50.7908839826394,67.0874901960784
"12",2017,"Arkansas","SOUTHEAST",50.5793099875673,62.2336052631579,56.9276742846169,66.6663756097561
"13",2016,"California","CALIFORNIA",25.4050118735158,59.4471428571429,25.4050118735158,59.4471428571429
"14",2017,"California","CALIFORNIA",31.5368017302558,59.247982832618,31.5368017302558,59.247982832618
"15",2018,"California","CALIFORNIA",18.6286264216973,59.26952,18.6286264216973,59.26952
"16",2019,"California","CALIFORNIA",30.6879077615298,57.8858,30.6879077615298,57.8858
"17",2016,"Colorado","NORTHWEST",20.3533255151617,44.0109787234043,31.448235124861,45.4692368236121
"18",2017,"Colorado","NORTHWEST",22.2542735042735,44.8006153846154,32.7869155244483,44.9760653594771
"19",2019,"Colorado","NORTHWEST",23.9241649733299,42.1443064516129,29.2477990633824,42.8815116618076
"20",2018,"Colorado","NORTHWEST",17.8129022772568,44.0437178423237,26.8100243814701,44.7163147208122
"21",2016,"Connecticut","EAST",36.7736220472441,51.901,42.9111807238038,53.8333293269231
"22",2017,"Connecticut","EAST",43.407583920431,50.9350526315789,48.3092406441851,53.5060563035496
"23",2018,"Connecticut","EAST",61.4301837270341,50.63,61.5461773232173,52.8776379100851
"24",2019,"Connecticut","EAST",52.5622539370079,49.875125,52.7494648962238,53.0712250922509
"25",2016,"Delaware","EAST",45.1574803149606,57.62,42.9111807238038,53.8333293269231
"26",2017,"Delaware","EAST",43.9068241469816,58.058,48.3092406441851,53.5060563035496
"27",2018,"Delaware","EAST",61.3018372703412,57.482,61.5461773232173,52.8776379100851
"28",2019,"Delaware","EAST",43.7726377952756,57.0245,52.7494648962238,53.0712250922509
"29",2016,"Florida","SOUTHEAST",54.3089036947305,74.0571730769231,50.7908839826394,67.0874901960784
"30",2017,"Florida","SOUTHEAST",61.082222895215,74.2453076923077,56.9276742846169,66.6663756097561
"31",2018,"Florida","SOUTHEAST",56.083454845922,74.382,63.2754326761786,65.7304210526316
"32",2019,"Florida","SOUTHEAST",54.9298405007066,75.1838461538462,57.578498499708,66.5310895140665
"33",2016,"Georgia","SOUTHEAST",40.7647936053448,64.8210909090909,50.7908839826394,67.0874901960784
"34",2017,"Georgia","SOUTHEAST",51.4166878333757,64.9376774193548,56.9276742846169,66.6663756097561
"35",2018,"Georgia","SOUTHEAST",65.3522621113039,63.4469152542373,63.2754326761786,65.7304210526316
"36",2019,"Georgia","SOUTHEAST",50.7697162854643,65.0462857142857,57.578498499708,66.5310895140665
"37",2016,"Idaho","NORTHWEST",30.5523840769904,44.241375,31.448235124861,45.4692368236121
"38",2018,"Idaho","NORTHWEST",26.7623478883321,43.604,26.8100243814701,44.7163147208122
"39",2019,"Idaho","NORTHWEST",28.5457891133174,42.1487391304348,29.2477990633824,42.8815116618076
"40",2017,"Idaho","NORTHWEST",36.1719160104987,43.3905909090909,32.7869155244483,44.9760653594771
"41",2017,"Illinois","MIDWEST",37.9784645669291,53.54654,34.1536608798474,50.1160324232082
"42",2018,"Illinois","MIDWEST",45.4406299212598,51.44522,38.1048637725594,48.3110743362832
"43",2019,"Illinois","MIDWEST",50.7146953098254,51.1647173913044,42.1960608189846,47.3732088316467
"44",2016,"Illinois","MIDWEST",39.3054176651832,53.8030869565217,34.5068314747459,50.9944923857868
"45",2016,"Indiana","MIDWEST",43.7112314085739,54.17425,34.5068314747459,50.9944923857868
"46",2017,"Indiana","MIDWEST",45.7939805221716,53.7482631578947,34.1536608798474,50.1160324232082
"47",2018,"Indiana","MIDWEST",49.5922230611584,52.4689589041096,38.1048637725594,48.3110743362832
"48",2019,"Indiana","MIDWEST",48.4432365730403,52.1253432835821,42.1960608189846,47.3732088316467
"49",2018,"Iowa","MIDWEST",46.4437746062992,47.36225,38.1048637725594,48.3110743362832
"50",2019,"Iowa","MIDWEST",42.6198219787744,46.8406086956522,42.1960608189846,47.3732088316467
"51",2016,"Iowa","MIDWEST",38.3585489313836,50.7635306122449,34.5068314747459,50.9944923857868
"52",2017,"Iowa","MIDWEST",33.5343195736897,49.8970909090909,34.1536608798474,50.1160324232082
"53",2016,"Kansas","MIDWEST",33.8131060063773,57.068347107438,34.5068314747459,50.9944923857868
"54",2017,"Kansas","MIDWEST",31.8291480456835,56.4032972972973,34.1536608798474,50.1160324232082
"55",2018,"Kansas","MIDWEST",33.1397971440011,54.5350847457627,38.1048637725594,48.3110743362832
"56",2019,"Kansas","MIDWEST",39.6296296296296,53.8596666666667,42.1960608189846,47.3732088316467
"57",2019,"Kentucky","EAST",61.2894488188976,57.47612,52.7494648962238,53.0712250922509
"58",2016,"Kentucky","EAST",49.3593276801938,57.7787692307692,42.9111807238038,53.8333293269231
"59",2017,"Kentucky","EAST",51.0988353018373,57.8555,48.3092406441851,53.5060563035496
"60",2018,"Kentucky","EAST",64.4156692913386,56.93972,61.5461773232173,52.8776379100851
"61",2016,"Louisiana","SOUTHEAST",68.8530451550699,68.9455510204082,50.7908839826394,67.0874901960784
"62",2017,"Louisiana","SOUTHEAST",62.8511971717821,68.9892653061224,56.9276742846169,66.6663756097561
"63",2018,"Louisiana","SOUTHEAST",66.7706224221972,68.2498571428571,63.2754326761786,65.7304210526316
"64",2019,"Louisiana","SOUTHEAST",62.8888223211229,68.0731739130435,57.578498499708,66.5310895140665
"65",2016,"Maine","EAST",41.4557086614173,44.375,42.9111807238038,53.8333293269231
"66",2017,"Maine","EAST",45.6499777150498,43.8314339622641,48.3092406441851,53.5060563035496
"67",2018,"Maine","EAST",47.3914173228346,43.03292,61.5461773232173,52.8776379100851
"68",2019,"Maine","EAST",50.5509582528599,42.0630188679245,52.7494648962238,53.0712250922509
"69",2016,"Maryland","EAST",41.6930845600822,56.174,42.9111807238038,53.8333293269231
"70",2017,"Maryland","EAST",41.6208039784501,56.5330526315789,48.3092406441851,53.5060563035496
"71",2018,"Maryland","EAST",67.1166785969936,55.9121818181818,61.5461773232173,52.8776379100851
"72",2019,"Maryland","EAST",44.5924259467567,56.6557142857143,52.7494648962238,53.0712250922509
"73",2016,"Massachusetts","EAST",36.9639107611549,50.674625,42.9111807238038,53.8333293269231
"74",2017,"Massachusetts","EAST",46.952273822915,50.2391428571429,48.3092406441851,53.5060563035496
"75",2018,"Massachusetts","EAST",60.2483528844609,49.885387755102,61.5461773232173,52.8776379100851
"76",2019,"Massachusetts","EAST",52.739822415815,48.9502553191489,52.7494648962238,53.0712250922509
"77",2016,"Michigan","MIDWEST",35.3232223812932,47.5792727272727,34.5068314747459,50.9944923857868
"78",2017,"Michigan","MIDWEST",39.8237956475913,46.5325196850394,34.1536608798474,50.1160324232082
"79",2018,"Michigan","MIDWEST",36.4419926339853,45.2786290322581,38.1048637725594,48.3110743362832
"80",2019,"Michigan","MIDWEST",41.7919844980315,44.075046875,42.1960608189846,47.3732088316467
"81",2016,"Minnesota","MIDWEST",37.3126925710373,45.8382826086956,34.5068314747459,50.9944923857868
"82",2017,"Minnesota","MIDWEST",30.3029726621251,43.9036629213483,34.1536608798474,50.1160324232082
"83",2018,"Minnesota","MIDWEST",33.7627195639007,41.6715384615385,38.1048637725594,48.3110743362832
"84",2019,"Minnesota","MIDWEST",38.8110236220472,40.2746818181818,42.1960608189846,47.3732088316467
"85",2016,"Mississippi","SOUTHEAST",54.6894043135912,65.7981304347826,50.7908839826394,67.0874901960784
"86",2018,"Mississippi","SOUTHEAST",70.6329133858268,64.69808,63.2754326761786,65.7304210526316
"87",2017,"Mississippi","SOUTHEAST",61.8022747156605,65.949,56.9276742846169,66.6663756097561
"88",2019,"Mississippi","SOUTHEAST",66.9953130858643,65.5211428571429,57.578498499708,66.5310895140665
"89",2016,"Missouri","MIDWEST",39.3341430725415,56.9784468085106,34.5068314747459,50.9944923857868
"90",2017,"Missouri","MIDWEST",42.1098464177126,56.7373465346535,34.1536608798474,50.1160324232082
"91",2019,"Missouri","MIDWEST",55.1367662848962,54.7327727272727,42.1960608189846,47.3732088316467
"92",2018,"Missouri","MIDWEST",42.1024433801445,54.8355051546392,38.1048637725594,48.3110743362832
"93",2016,"Montana","NORTHWEST",25.4796212973378,43.571,31.448235124861,45.4692368236121
"94",2017,"Montana","NORTHWEST",24.3347256085375,42.0690355329949,32.7869155244483,44.9760653594771
"95",2018,"Montana","NORTHWEST",24.7533495485839,40.9169738219895,26.8100243814701,44.7163147208122
"96",2019,"Montana","NORTHWEST",26.1821071194226,39.23328125,29.2477990633824,42.8815116618076
"97",2016,"Nebraska","MIDWEST",26.0459562881743,51.7301869158878,34.5068314747459,50.9944923857868
"98",2017,"Nebraska","MIDWEST",25.7748260836327,50.9321553398058,34.1536608798474,50.1160324232082
"99",2018,"Nebraska","MIDWEST",29.3359156718313,48.5365806451613,38.1048637725594,48.3110743362832
"100",2019,"Nebraska","MIDWEST",31.5148324482696,47.9982325581395,42.1960608189846,47.3732088316467
"101",2017,"Nevada","NORTHWEST",18.751968503937,49.4448333333333,32.7869155244483,44.9760653594771
"102",2018,"Nevada","NORTHWEST",14.5557804106262,48.907046728972,26.8100243814701,44.7163147208122
"103",2016,"Nevada","NORTHWEST",17.6732651409228,49.3358504672897,31.448235124861,45.4692368236121
"104",2019,"Nevada","NORTHWEST",22.2057190219644,46.9693684210526,29.2477990633824,42.8815116618076
"105",2016,"New Hampshire","EAST",38.4817465998568,46.5963636363636,42.9111807238038,53.8333293269231
"106",2017,"New Hampshire","EAST",49.5765315920876,45.7124878048781,48.3092406441851,53.5060563035496
"107",2018,"New Hampshire","EAST",53.5220068645266,45.206,61.5461773232173,52.8776379100851
"108",2019,"New Hampshire","EAST",50.4924634420697,44.1021714285714,52.7494648962238,53.0712250922509
"109",2016,"New Jersey","EAST",38.9968503937008,54.8276,42.9111807238038,53.8333293269231
"110",2018,"New Jersey","EAST",64.2708964264082,54.3317692307692,61.5461773232173,52.8776379100851
"111",2017,"New Jersey","EAST",44.2608267716535,54.50525,48.3092406441851,53.5060563035496
"112",2019,"New Jersey","EAST",52.4105971128609,54.3065,52.7494648962238,53.0712250922509
"113",2018,"New Mexico","SOUTHWEST",15.2349518810149,53.1298,29.8720108651716,61.6933100616016
"114",2019,"New Mexico","SOUTHWEST",16.8048668118613,51.879085106383,27.9575247916186,61.0764016736402
"115",2016,"New Mexico","SOUTHWEST",15.6472182780431,53.3946229508197,27.5203880764904,63.106987394958
"116",2017,"New Mexico","SOUTHWEST",17.3739688788901,54.7515714285714,27.5458414358124,63.1517327935223
"117",2019,"New York","EAST",46.4810782580749,47.1102653061225,52.7494648962238,53.0712250922509
"118",2016,"New York","EAST",37.2380024865313,49.1856421052632,42.9111807238038,53.8333293269231
"119",2017,"New York","EAST",47.1214122428245,48.4531612903226,48.3092406441851,53.5060563035496
"120",2018,"New York","EAST",48.7185877031329,47.9947234042553,61.5461773232173,52.8776379100851
"121",2016,"North Carolina","EAST",48.9543963254593,60.3194,42.9111807238038,53.8333293269231
"122",2019,"North Carolina","EAST",54.8467621504209,60.3619482758621,52.7494648962238,53.0712250922509
"123",2017,"North Carolina","EAST",51.0307802433787,60.5253884297521,48.3092406441851,53.5060563035496
"124",2018,"North Carolina","EAST",72.3499226058281,59.4346153846154,61.5461773232173,52.8776379100851
"125",2017,"North Dakota","MIDWEST",13.1035735917626,42.3666153846154,34.1536608798474,50.1160324232082
"126",2019,"North Dakota","MIDWEST",26.4667643288775,38.2313488372093,42.1960608189846,47.3732088316467
"127",2016,"North Dakota","MIDWEST",21.6003565592037,44.6227547169811,34.5068314747459,50.9944923857868
"128",2018,"North Dakota","MIDWEST",18.6943374099514,40.0463829787234,38.1048637725594,48.3110743362832
"129",2016,"Ohio","MIDWEST",36.9487240299782,53.4779036144578,34.5068314747459,50.9944923857868
"130",2017,"Ohio","MIDWEST",45.3431515505006,53.1873333333333,34.1536608798474,50.1160324232082
"131",2018,"Ohio","MIDWEST",49.561312335958,52.196,38.1048637725594,48.3110743362832
"132",2019,"Ohio","MIDWEST",45.4014193949441,52.3281578947368,42.1960608189846,47.3732088316467
"133",2016,"Oklahoma","SOUTHWEST",31.8601377952756,62.5271,27.5203880764904,63.106987394958
"134",2018,"Oklahoma","SOUTHWEST",39.7929133858268,60.3237411764706,29.8720108651716,61.6933100616016
"135",2019,"Oklahoma","SOUTHWEST",42.2009867437456,60.1604303797468,27.9575247916186,61.0764016736402
"136",2017,"Oklahoma","SOUTHWEST",36.8414287069538,61.8374939759036,27.5458414358124,63.1517327935223
"137",2016,"Oregon","NORTHWEST",50.4792451215337,48.872847826087,31.448235124861,45.4692368236121
"138",2017,"Oregon","NORTHWEST",54.2242679994342,47.7409461077844,32.7869155244483,44.9760653594771
"139",2018,"Oregon","NORTHWEST",37.5097293872749,48.44,26.8100243814701,44.7163147208122
"140",2019,"Oregon","NORTHWEST",39.7587449296111,47.0835636363636,29.2477990633824,42.8815116618076
"141",2018,"Pennsylvania","EAST",63.3940288713911,50.3316666666667,61.5461773232173,52.8776379100851
"142",2019,"Pennsylvania","EAST",50.8120174298601,50.6569126213592,52.7494648962238,53.0712250922509
"143",2016,"Pennsylvania","EAST",38.9324851955489,51.4998016528926,42.9111807238038,53.8333293269231
"144",2017,"Pennsylvania","EAST",46.0132394955055,51.263185840708,48.3092406441851,53.5060563035496
"145",2016,"Rhode Island","EAST",42.0984251968504,51.9028571428571,42.9111807238038,53.8333293269231
"146",2017,"Rhode Island","EAST",49.0699912510936,51.584,48.3092406441851,53.5060563035496
"147",2018,"Rhode Island","EAST",62.5761154855643,51.75,61.5461773232173,52.8776379100851
"148",2019,"Rhode Island","EAST",58.3356299212598,50.7695,52.7494648962238,53.0712250922509
"149",2017,"South Carolina","SOUTHEAST",49.0560095082454,64.326641509434,56.9276742846169,66.6663756097561
"150",2016,"South Carolina","SOUTHEAST",43.6949204878802,64.3717647058824,50.7908839826394,67.0874901960784
"151",2018,"South Carolina","SOUTHEAST",61.8558617672791,63.2506666666667,63.2754326761786,65.7304210526316
"152",2019,"South Carolina","SOUTHEAST",49.945303712036,63.9275,57.578498499708,66.5310895140665
"153",2016,"South Dakota","MIDWEST",21.4139482564679,48.1537142857143,34.5068314747459,50.9944923857868
"154",2017,"South Dakota","MIDWEST",18.1095800524934,46.7560625,34.1536608798474,50.1160324232082
"155",2018,"South Dakota","MIDWEST",24.431316330024,44.0228260869565,38.1048637725594,48.3110743362832
"156",2019,"South Dakota","MIDWEST",32.577413557001,42.3924565217391,42.1960608189846,47.3732088316467
"157",2016,"Tennessee","EAST",48.2698008337193,60.0226117647059,42.9111807238038,53.8333293269231
"158",2017,"Tennessee","EAST",57.6098335719399,59.5109545454545,48.3092406441851,53.5060563035496
"159",2018,"Tennessee","EAST",68.6586406962288,58.5740631578947,61.5461773232173,52.8776379100851
"160",2019,"Tennessee","EAST",68.3903388480934,59.5311011235955,52.7494648962238,53.0712250922509
"161",2016,"Texas","SOUTHWEST",34.340190986765,66.8529021276596,27.5203880764904,63.106987394958
"162",2017,"Texas","SOUTHWEST",32.9238204980475,67.1412682926829,27.5458414358124,63.1517327935223
"163",2018,"Texas","SOUTHWEST",37.0732928319305,65.8641293103448,29.8720108651716,61.6933100616016
"164",2019,"Texas","SOUTHWEST",30.4518526093329,65.7801558441558,27.9575247916186,61.0764016736402
"165",2016,"Utah","NORTHWEST",23.5983301000418,45.7986956521739,31.448235124861,45.4692368236121
"166",2017,"Utah","NORTHWEST",23.0725615039747,46.1672057416268,32.7869155244483,44.9760653594771
"167",2018,"Utah","NORTHWEST",19.3100301714622,45.6677196261682,26.8100243814701,44.7163147208122
"168",2019,"Utah","NORTHWEST",28.4426968503937,43.18268,29.2477990633824,42.8815116618076
"169",2018,"Vermont","EAST",41.7778158165012,44.165652173913,61.5461773232173,52.8776379100851
"170",2017,"Vermont","EAST",44.7426440116038,44.6937894736842,48.3092406441851,53.5060563035496
"171",2016,"Vermont","EAST",37.3988188976378,45.1202,42.9111807238038,53.8333293269231
"172",2019,"Vermont","EAST",46.9156651471198,42.8966315789474,52.7494648962238,53.0712250922509
"173",2016,"Virginia","EAST",45.7801255855676,57.3592658227848,42.9111807238038,53.8333293269231
"174",2017,"Virginia","EAST",42.6049096804076,57.4977941176471,48.3092406441851,53.5060563035496
"175",2018,"Virginia","EAST",62.6960414194801,56.815095890411,61.5461773232173,52.8776379100851
"176",2019,"Virginia","EAST",46.2258155230596,57.6435714285714,52.7494648962238,53.0712250922509
"177",2016,"Washington","NORTHWEST",62.3542582483938,48.0202208588957,31.448235124861,45.4692368236121
"178",2017,"Washington","NORTHWEST",63.7643526363002,46.7067974683544,32.7869155244483,44.9760653594771
"179",2018,"Washington","NORTHWEST",56.2255955986271,47.6372692307692,26.8100243814701,44.7163147208122
"180",2019,"Washington","NORTHWEST",41.9074803149606,46.3795555555556,29.2477990633824,42.8815116618076
"181",2016,"West Virginia","EAST",45.8143742670464,53.585829787234,42.9111807238038,53.8333293269231
"182",2018,"West Virginia","EAST",65.1030708661417,52.85768,61.5461773232173,52.8776379100851
"183",2019,"West Virginia","EAST",47.9663642588155,53.9635217391304,52.7494648962238,53.0712250922509
"184",2017,"West Virginia","EAST",48.7717322834646,53.42972,48.3092406441851,53.5060563035496
"185",2016,"Wisconsin","MIDWEST",38.5974187437097,47.3418195488722,34.5068314747459,50.9944923857868
"186",2017,"Wisconsin","MIDWEST",37.5312374274384,46.0038686131387,34.1536608798474,50.1160324232082
"187",2018,"Wisconsin","MIDWEST",41.7314788206219,44.4524525547445,38.1048637725594,48.3110743362832
"188",2019,"Wisconsin","MIDWEST",45.999131998264,43.4475748031496,42.1960608189846,47.3732088316467
"189",2016,"Wyoming","NORTHWEST",23.0619908060625,41.9671098265896,31.448235124861,45.4692368236121
"190",2017,"Wyoming","NORTHWEST",25.5456418238418,41.2333720930233,32.7869155244483,44.9760653594771
"191",2018,"Wyoming","NORTHWEST",20.913985980411,40.3199512195122,26.8100243814701,44.7163147208122
"192",2019,"Wyoming","NORTHWEST",23.728003112983,38.6710930232558,29.2477990633824,42.8815116618076
"193",2016,"Alaska","OTHER",42.4411294291339,36.449515625,42.8117516988459,40.8617945205479
"194",2017,"Alaska","OTHER",41.3386146853595,32.7205853658537,42.5629921259843,37.2904460431655
"195",2018,"Alaska","OTHER",42.785142635859,34.0432950819672,46.2234179060951,37.57
"196",2019,"Alaska","OTHER",44.7656542932134,36.808,45.5308113659706,39.8395217391304
"197",2016,"Hawaii","OTHER",45.4472878390201,72.238,42.8117516988459,40.8617945205479
"198",2017,"Hawaii","OTHER",51.9753937007874,72.42125,42.5629921259843,37.2904460431655
"199",2018,"Hawaii","OTHER",78.4903089036947,70.6667692307692,46.2234179060951,37.57
"200",2019,"Hawaii","OTHER",53.5649606299213,71.6705,45.5308113659706,39.8395217391304
